ensemblID	gene_name	logFC_prenatal	SE_prenatal	logFC_adult	SE_adult	PRENATAL	ADULT	SHARED0.5	SHARED1	SHARED2	OPPOSITE	specificity	sexDE_prenatal_direction	sexDE_adult_direction	sexDE	sexDEsimplified	sexDEfinal	sexDE_origin	annot	Region	annotXCI
ENSG00000145494	NDUFS6	-0.369333601537275	0.116502230924421	-0.0338989999588316	0.0114471286391734	0.8145	5e-04	0.181	0.001	0.002	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145545	SRD5A1	-0.155879735679903	0.0433041288845611	-0.0411602848002607	0.0166097986589659	0.4	0	0.598	0.002	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145604	SKP2	0.16273859939297	0.0377371780534725	0.0260550753759654	0.015772674035302	0.886	0	0.114	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145687	SSBP2	-0.139926897949157	0.072448315841276	0.0413258423270652	0.0114247506356084	0.6555	0.0135	0.1165	0.0085	0.0105	0.1955	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000145721	LIX1	0.492785385905518	0.130136133354224	-0.0408594940148736	0.031280580468348	0.995	0	0.003	0	0	0.002	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145779	TNFAIP8	0.227128156333253	0.0704653755557717	0.116654700345916	0.0339540669715853	0.015	0	0.968	0.014	0.003	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	Autosome	NA	NA
ENSG00000145817	YIPF5	-0.148618559256749	0.0432027674989495	0.00300821035228376	0.0144109827901298	0.9885	0	0.0115	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145861	C1QTNF2	-0.292650794918041	0.0715572349061495	-0.0234675654451912	0.0287792562805721	0.9755	0	0.0245	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145864	GABRB2	-0.104255356214184	0.115312906421659	-0.0835837357303222	0.0215312874255286	0.0145	0.0125	0.8835	0.0345	0.0215	0.0335	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000145888	GLRA1	0.254488282315181	0.170315970951322	-0.22668196593312	0.0675567926083395	0.123	0.039	0.0465	0.017	0.029	0.7455	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000145912	NHP2	-0.249500259706626	0.0802005736218376	-0.0113446099284576	0.0111764923035991	0.9835	0	0.016	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145919	BOD1	-0.212161733857917	0.0659954673571182	-0.00583780537214288	0.0112809749734761	0.995	0	0.0045	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000145945	FAM50B	-0.281660585907333	0.0675984573091325	-0.037150390115331	0.0163075497065021	0.908	0	0.092	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146072	TNFRSF21	-0.238756616525251	0.0540078047452613	0.0147733564025102	0.0231833007721218	0.998	0	0.0015	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146085	MUT	-0.0388645093846436	0.0371178902895551	0.0523543039237792	0.015693446616237	0.323	0.053	0.162	0.019	0.0425	0.4005	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000146090	RASGEF1C	-0.386850855075441	0.104559592061228	0.0383746467150944	0.0375654451516705	0.995	0	0.003	0	0	0.002	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146112	PPP1R18	-0.17822658715187	0.0614560967478532	0.0903326070563486	0.020501177339904	0.0305	0.0095	5e-04	5e-04	0.001	0.958	Opposite	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000146151	HMGCLL1	-0.249606386051263	0.0739545480712216	0.0759320798064268	0.0221697212830196	0.6685	0.0035	0.0015	0	5e-04	0.326	Unclassified	male-biased	female-biased	opposite	opposite	NA	common	Autosome	NA	NA
ENSG00000146232	NFKBIE	-0.295982622126604	0.081017824406596	0.0332719491456176	0.0225726357742763	0.9975	0	0.001	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146233	CYP39A1	0.152535272728265	0.0678848172430502	0.207055803483643	0.0416243736963455	5e-04	0.0225	0.4605	0.2495	0.267	0	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000146263	MMS22L	0.236998864621775	0.0396492351968275	0.00913499284995482	0.016042276298534	0.9995	0	5e-04	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146267	FAXC	-0.194199221922309	0.0493062380355749	-0.0953831597454278	0.0115542702261567	0	0	0.9925	0.007	5e-04	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000146281	PM20D2	0.130669554261211	0.0427615052715328	0.0264348697975237	0.0197585157207321	0.7485	0	0.248	0.003	0	5e-04	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146411	SLC2A12	0.551395148863257	0.130367218609845	0.0228100090931435	0.0316191718939234	0.993	0	0.007	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146457	WTAP	-0.166630413846578	0.0495079530871646	0.0202807639392691	0.0127144339874262	0.9955	0	0.002	0	5e-04	0.002	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146477	SLC22A3	-0.442320178221845	0.128259692570287	-0.00212194141184382	0.0455019640373322	0.9645	0	0.035	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146540	C7orf50	-0.36964642877942	0.110025014432563	-0.0309003544565281	0.0236110093032228	0.9625	5e-04	0.0365	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146576	C7orf26	-0.221218706635266	0.0598572714646203	-0.0051272191382739	0.0113103447461121	0.995	0	0.005	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146592	CREB5	0.37420121549531	0.0675932498901729	-0.0754367852006423	0.0249946820188763	0.997	0	0	0	0	0.003	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146676	PURB	0.140902194632568	0.0448531596041003	0.00522976950422151	0.0114819105140181	0.978	0	0.021	0	0	0.001	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146701	MDH2	-0.235977050306233	0.0689658896081065	-0.00842135020588126	0.0112349682009137	0.992	0	0.008	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146826	C7orf43	-0.206508271887607	0.0619534935645537	-0.0192318038435534	0.0119484203895322	0.9585	0	0.0405	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146858	ZC3HAV1L	0.410944148172203	0.0992612178474286	-0.0501898192656143	0.0349328197965166	0.9985	0	0.001	0	0	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146909	NOM1	0.121434057075268	0.0340750309511829	0.0343667207729548	0.013514336385494	0.4005	0	0.5975	0.0015	5e-04	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146910	CNPY1	0.780971057359999	0.25954813816327	-0.044555780710299	0.0495614091888068	0.955	0	0.037	0	0.0025	0.0055	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146918	NCAPG2	0.195975357734158	0.0312037487812698	0.0192141188351004	0.0222128704409428	0.982	0	0.018	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000146938	NLGN4X	0.301093056560235	0.0576413785272259	0.18126457974143	0.016695983786792	0	0	0.983	0.017	0	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	X chr	nonPAR	Variable
ENSG00000146950	SHROOM2	-0.237858733874948	0.0704292756308067	-0.0137411233021795	0.0168706434920478	0.986	0	0.014	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Variable
ENSG00000147010	SH3KBP1	-0.236499466773213	0.0676359325740828	-0.0290921620311985	0.0147404124332477	0.912	0	0.088	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000147050	KDM6A	0.434060860170228	0.0470766137282729	0.522016897017679	0.0118165793121919	0	0	0	0.991	0.009	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	X chr	nonPAR	Escape
ENSG00000147123	NDUFB11	-0.371122730615296	0.114775212305149	-0.034004037452269	0.0141314221899772	0.8785	5e-04	0.119	0.001	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000147155	EBP	-0.276647299052497	0.0745860899187639	-0.0298768204261394	0.016962344658204	0.9615	0	0.0385	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Unknown
ENSG00000147168	IL2RG	0.365668889680508	0.081243483260038	0.20664610171043	0.0507058418875689	0.001	0	0.976	0.021	0.002	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	X chr	nonPAR	Unknown
ENSG00000147454	SLC25A37	0.333258592826031	0.0685151537835809	0.0253340696441458	0.0172837463669093	0.9985	0	0.0015	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147457	CHMP7	-0.161631986422646	0.036197521221153	-0.000406192236200938	0.00935781211140856	0.999	0	0.001	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147459	DOCK5	0.267939162241081	0.0582034517852474	-0.0106278380297715	0.0235207194795375	0.9975	0	0.0025	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147465	STAR	-0.106376908739681	0.0853232317947027	-0.119168930178754	0.0277405335959491	0.0035	0.019	0.8435	0.065	0.0555	0.0135	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000147536	GINS4	0.367532172454439	0.0468165419307941	0.0457687699813632	0.0376878258610326	0.989	0	0.011	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147586	MRPS28	-0.280786387246572	0.0876481261414658	0.0174958632022915	0.0117365258325191	0.997	0	0.0015	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147654	EBAG9	-0.170943235370696	0.0505784857718467	0.0137128234831501	0.00969288109829637	0.997	0	0.001	0	0	0.002	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147684	NDUFB9	-0.252868361418392	0.0709296097782671	-0.0159850837179867	0.0170182907673729	0.984	5e-04	0.0155	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000147724	FAM135B	-0.0532741618368445	0.11435406570095	-0.0699224744853703	0.0188248401947359	0.03	0.0155	0.838	0.034	0.021	0.0615	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000147804	SLC39A4	0.00426464068945665	0.0735025223345998	0.159011640894223	0.0442081251676352	0.0655	0.179	0.285	0.0655	0.201	0.204	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000147854	UHRF2	0.122636716262468	0.0397827750740439	0.0226673219839992	0.0129451864817819	0.795	0	0.202	0.001	5e-04	0.0015	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148120	C9orf3	0.0731710649134431	0.0390040964512787	-0.0591098031481932	0.0166192991794924	0.2725	0.0175	0.03	0.008	0.01	0.662	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000148154	UGCG	-0.166363542421864	0.0524797277565212	-0.00789236040332618	0.0172932916272312	0.963	0	0.0355	5e-04	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148204	CRB2	0.375188234921696	0.105466359149293	-0.0341938673219374	0.0304842149338489	0.996	0	0.002	5e-04	0	0.0015	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148291	SURF2	-0.290687893824313	0.0933604819062027	-0.0610393745236152	0.0130709894838478	0.0165	5e-04	0.9765	0.0035	0.0025	5e-04	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000148334	PTGES2	-0.23160709084895	0.0784200279405058	-0.0477403792140435	0.011020626264796	0.076	0.001	0.909	0.009	0.003	0.002	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000148356	LRSAM1	-0.0702322553609483	0.0737105438830805	0.0381024801208539	0.011294581542796	0.4475	0.0165	0.3525	0.0145	0.025	0.144	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000148468	FAM171A1	-0.166526684650515	0.0321246628615385	-0.0213739666321325	0.0153969991093314	0.964	0	0.036	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148481	FAM188A	-0.169449779445055	0.0352810784121072	0.00334859572761865	0.0121282405646104	0.9985	0	0.0015	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148483	TMEM236	0.198818269359672	0.0539859051936673	0.0553516747141162	0.0734246186600435	0.67	0	0.32	0.008	0	0.002	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148498	PARD3	0.200253235382294	0.0540630576709205	0.00731449943332895	0.0194381413510859	0.989	0	0.011	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148516	ZEB1	0.139975018514309	0.0393457389656642	0.0577516372020378	0.0137796446643372	0.0125	0	0.9785	0.0085	5e-04	0	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000148604	RGR	0.317287620945952	0.092104466966202	0.037098774687399	0.106765706345033	0.769	5e-04	0.222	0.0045	0.001	0.003	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148660	CAMK2G	-0.142636173126432	0.0404810711313415	0.0160750115531301	0.0173034833319667	0.99	0	0.0085	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148672	GLUD1	-0.0752105761760178	0.0413578088724941	0.0816676430830633	0.0184081389291551	0.0255	0.0345	0.0055	0.002	0.0095	0.923	Opposite	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000148700	ADD3	0.123970320152939	0.0360366051861175	-0.0234525692306352	0.015510110194135	0.9845	0	0.004	5e-04	0	0.011	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148773	MKI67	0.469813897729822	0.0622082531794075	0.0420924374148186	0.0681553196412614	0.959	0	0.041	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148798	INA	-0.167871510942785	0.0801789984863606	-0.101704309469659	0.0190776335767543	0	0.0025	0.9565	0.0285	0.0125	0	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000148841	ITPRIP	0.063748432406607	0.0999682950899665	0.118613896643011	0.0354925764508044	0.06	0.029	0.7395	0.0485	0.074	0.049	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000148925	BTBD10	-0.198128193272329	0.0459054489729883	-0.0405560351836028	0.012537500098412	0.5045	0	0.495	5e-04	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000148943	LIN7C	-0.167169082384316	0.0505982416982042	0.0154550049847263	0.0163610179973804	0.9905	5e-04	0.006	0	0	0.003	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149100	EIF3M	-0.140586638944597	0.046468163803298	0.0191225120691946	0.00865684784902818	0.9895	5e-04	0.005	0	5e-04	0.0045	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149179	C11orf49	-0.119419707336641	0.0370588762463299	-0.0265358685987568	0.0134827162807681	0.668	5e-04	0.3265	0.004	0	0.001	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149218	ENDOD1	-0.254960907225128	0.0576436099048727	-0.00267220227194642	0.0196885754811247	0.998	0	0.002	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149243	KLHL35	-0.291903788308602	0.101524896744427	-0.0903376253705099	0.0226724022899353	0.0095	0	0.979	0.008	0.0035	0	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000149292	TTC12	0.314423117217613	0.103780796515717	0.00432344706037186	0.0528795832110729	0.9225	0	0.073	0.001	0.001	0.0025	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149305	HTR3B	0.265273063016519	0.0744809195331399	0.0357559426777006	0.0680631598490546	0.7905	0	0.2065	0.001	5e-04	0.0015	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149311	ATM	0.189397403975895	0.0359550021290666	0.0416134432022991	0.0116451136032885	0.4285	0	0.571	5e-04	0	0	Unclassified	female-biased	female-biased	common female-biased	female-biased	NA	common	Autosome	NA	NA
ENSG00000149357	LAMTOR1	-0.278429127532547	0.0655060213698484	-0.00775704203198843	0.00863807446687276	1	0	0	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149483	TMEM138	0.114299065698225	0.0293984845842555	0.0275868628989284	0.0130119219981577	0.6245	0	0.374	0.0015	0	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149503	INCENP	0.236656156863574	0.0710891229232069	0.00197494198771993	0.0176602167804661	0.991	0	0.009	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149541	B3GAT3	-0.288513129155199	0.085051130864353	-0.0390760554132372	0.0140761692188504	0.7285	5e-04	0.2695	0.0015	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149554	CHEK1	0.268796222937585	0.0425508255085259	-0.0250763067112402	0.0219092489023391	1	0	0	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149557	FEZ1	-0.157754633127632	0.0619570978862468	-0.0569219994904124	0.013509996058718	0.0155	0.0015	0.967	0.0085	0.0055	0.002	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000149600	COMMD7	-0.190071151462236	0.0507696418905085	0.000522023095357723	0.0105800600984236	0.999	0	0.001	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149654	CDH22	-0.488437036792522	0.155801385419377	-0.0324581916781964	0.0274161718513397	0.9285	0	0.0715	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000149792	MRPL49	-0.186134615325363	0.0422644839936098	0.0060258026992499	0.0115791693765189	0.9985	0	0.0015	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150316	CWC15	-0.201145586341341	0.0592524530238629	-0.0101270902494161	0.0114099244291604	0.9875	0	0.0125	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150456	EEF1AKMT1	-0.165918757426448	0.0519051555748343	0.00889827239388985	0.0141214858004492	0.9925	0	0.006	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150540	HNMT	-0.430942531077717	0.129183804119594	0.0158322847413257	0.019225854356782	0.995	0	0.0035	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150551	LYPD1	-0.409605311221469	0.12490685253794	-0.0122822419287776	0.0323175053367378	0.97	0	0.0295	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150556	LYPD6B	-0.482205191502548	0.105927267261298	0.0576694499819449	0.0518221081995064	0.9975	0	0.002	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150593	PDCD4	0.178312839635118	0.039137403729601	-0.00425649540565552	0.015614814790138	0.999	0	0.001	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150594	ADRA2A	-0.649175578488272	0.159310234865726	0.0106780347392204	0.0474545500117143	0.989	0	0.01	0	0	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150636	CCDC102B	-0.173026918385838	0.0541667523395868	-0.0176359362525266	0.0259546873146845	0.8985	0	0.098	0.002	5e-04	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150760	DOCK1	0.180239684544611	0.0559946442627331	-0.00376528553236451	0.0186115787269494	0.985	0	0.0145	0	0	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150779	TIMM8B	-0.344557500216299	0.107344359782958	-0.023671705822823	0.0137025977381096	0.96	5e-04	0.0385	0	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150787	PTS	-0.185777476757728	0.0591305426102478	-0.0567531295633613	0.0137323593541395	0.0215	0	0.9655	0.0105	0.0025	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000150961	SEC24D	-0.186176008976994	0.0593012864487956	0.044470507124832	0.0234623257438556	0.9735	0	0.006	0	0.001	0.0195	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150990	DHX37	-0.244901000862739	0.0685487007168614	-0.00129419433699677	0.0155426211457134	0.9965	0	0.0035	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150991	UBC	-0.313767263475283	0.0647560130833135	0.0241661139455708	0.025943892778647	1	0	0	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000150995	ITPR1	-0.420656760998859	0.13415371472968	-0.0522544544345797	0.0222716641941617	0.6575	0	0.3355	0.0035	0.0035	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151023	ENKUR	0.265542792939966	0.0693471013796884	0.0269483344951946	0.0254136985766542	0.9515	0	0.0485	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151025	GPR158	-0.0797862156103461	0.0836018527524145	-0.0674457941043859	0.0196310856171373	0.0485	0.011	0.8665	0.0265	0.0215	0.026	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000151090	THRB	-0.253761451358406	0.188229972091892	-0.0667883768602623	0.0184727550368552	0.046	0.008	0.8895	0.0205	0.013	0.023	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000151135	TMEM263	-0.138226761054378	0.0432461350972032	0.00294883686602017	0.0140992006921308	0.9825	0	0.0165	0	0	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151150	ANK3	-0.0170205661055992	0.0712712821498286	-0.0721814652766573	0.0167364834470948	0.0115	0.034	0.7295	0.0565	0.0655	0.103	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000151233	GXYLT1	0.139526432564482	0.0477050586264474	0.0625843446550724	0.0136732930173991	0.0045	0	0.978	0.0135	0.004	0	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000151239	TWF1	-0.167761116951511	0.0448689454789727	-0.00834686516989769	0.00939872818570298	0.9875	0	0.012	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151240	DIP2C	-0.122496334674704	0.0350013246296296	-0.0180403419141067	0.011968284561031	0.887	0	0.1125	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151276	MAGI1	0.162730871709406	0.0377931690628491	-0.0374317571998166	0.0124511690520574	0.979	0	0	0	0	0.021	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151327	FAM177A1	-0.150108304840745	0.0462157093953668	-0.0135725877090776	0.0132105359087015	0.957	0	0.042	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151338	MIPOL1	0.146831510295251	0.0476909617368391	0.0233229039502059	0.0166290879072659	0.845	0	0.1545	5e-04	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000151366	NDUFC2	-0.263559356722609	0.0641832975967363	-0.0169815102054902	0.012391014325169	0.994	0	0.006	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
